ID,Size,Type,"Date Commissioned",Length,"Water Supply System","Water Source","Off-Take Point",Barangay
21155,100,,,96.17,"{""type"":""MultiLineString"",""coordinates"":[[[125.603711803,7.184033032],[125.603658641,7.183869694],[125.603636454,7.183813195],[125.603591565,7.183641636],[125.603546934,7.183453179],[125.603533519,7.18340571],[125.603439321,7.183220701]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21156,100,,,0.849,"{""type"":""MultiLineString"",""coordinates"":[[[125.603658641,7.183869694],[125.603666027,7.183867569]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21157,100,BI,,1.271,"{""type"":""MultiLineString"",""coordinates"":[[[125.603788277,7.184203912],[125.603777442,7.184207781]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21158,100,,,0.864,"{""type"":""MultiLineString"",""coordinates"":[[[125.604041048,7.184734558],[125.604039166,7.184726973]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21159,100,,,1.481,"{""type"":""MultiLineString"",""coordinates"":[[[125.60284754,7.184946001],[125.602844445,7.184932973]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21171,150,PVC,,,"{""type"":""MultiLineString"",""coordinates"":[[[125.505823164,7.038395219],[125.505821582,7.038389143]]]}","Lubogan Water Supply System","Ground Water",NA,"BAGO APLAYA"
21172,150,PVC,,0.284,"{""type"":""MultiLineString"",""coordinates"":[[[125.505823164,7.038395219],[125.50582108,7.038396729]]]}","Lubogan Water Supply System","Ground Water",NA,BALIOK
21173,150,PVC,,0.186,"{""type"":""MultiLineString"",""coordinates"":[[[125.505873922,7.038359323],[125.50587257,7.03836032]]]}","Lubogan Water Supply System","Ground Water",NA,BALIOK
21174,150,PVC,,4.24,"{""type"":""MultiLineString"",""coordinates"":[[[125.50582108,7.038396729],[125.505789983,7.038417834]]]}","Lubogan Water Supply System","Ground Water",NA,BALIOK
21175,,BI,,0.497,"{""type"":""MultiLineString"",""coordinates"":[[[125.50582108,7.038396729],[125.505825341,7.038398165]]]}","Lubogan Water Supply System","Ground Water",NA,"BAGO APLAYA"
21176,150,BI,,5.944,"{""type"":""MultiLineString"",""coordinates"":[[[125.50587257,7.03836032],[125.505832369,7.038388426]]]}","Lubogan Water Supply System","Ground Water",NA,BALIOK
21177,,BI,,,"{""type"":""MultiLineString"",""coordinates"":[[[125.505825341,7.038398165],[125.505834031,7.038410874]]]}","Lubogan Water Supply System","Ground Water",NA,BALIOK
21178,150,PVC,,1.264,"{""type"":""MultiLineString"",""coordinates"":[[[125.505832369,7.038388426],[125.505823164,7.038395219]]]}","Lubogan Water Supply System","Ground Water",NA,BALIOK
21179,150,PVC,,8.925,"{""type"":""MultiLineString"",""coordinates"":[[[125.505821582,7.038389143],[125.505820269,7.038384211],[125.505861629,7.038353187],[125.505873922,7.038359323]]]}","Lubogan Water Supply System","Ground Water",NA,"BAGO APLAYA"
21180,150,PVC,,0.389,"{""type"":""MultiLineString"",""coordinates"":[[[125.505789983,7.038417834],[125.505779739,7.038425096]]]}","Lubogan Water Supply System","Ground Water",NA,BALIOK
21220,100,PVC,,45.752,"{""type"":""MultiLineString"",""coordinates"":[[[125.582784277,7.08335796],[125.58280507,7.083351426],[125.582899,7.083283],[125.582935,7.083275],[125.582968,7.083281],[125.583165,7.08334]]]}","Dumoy Water Supply System","Ground Water",NA,MA-A
21221,150,PVC,,42.27,"{""type"":""MultiLineString"",""coordinates"":[[[125.581292836,7.084506575],[125.581291,7.084513],[125.581196,7.084855],[125.581191,7.084875]]]}","Dumoy Water Supply System","Ground Water",NA,MA-A
21247,100,,,0.059,"{""type"":""MultiLineString"",""coordinates"":[[[125.583792703,7.066922448],[125.583793164,7.066922177]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama",MA-A
21253,100,PVC,,0.423,"{""type"":""MultiLineString"",""coordinates"":[[[125.584083377,7.065633107],[125.584087047,7.065632028]]]}","Dumoy Water Supply System",,NA,MA-A
21254,50,PVC,,202.978,"{""type"":""MultiLineString"",""coordinates"":[[[125.583718275,7.064253645],[125.583750522,7.064405442],[125.583750975,7.064430394],[125.583745793,7.06444974],[125.583714608,7.064490004],[125.583663333,7.064540422],[125.583603061,7.064620262],[125.583595919,7.064669251],[125.583582526,7.064903875],[125.583577209,7.065017891],[125.583575924,7.065099446],[125.583602775,7.06517343],[125.583685186,7.065368817],[125.583757028,7.065526783],[125.583821657,7.065710994],[125.584083377,7.065633107]]]}","Dumoy Water Supply System","Ground Water",NA,MA-A
21255,50,GI,,0.067,"{""type"":""MultiLineString"",""coordinates"":[[[125.583719635,7.064253302],[125.583720229,7.064253172]]]}","Dumoy Water Supply System","Ground Water",NA,MA-A
21276,100,PVC,,5.714,"{""type"":""MultiLineString"",""coordinates"":[[[125.525274755,7.066231687],[125.525300249,7.066186735]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
21277,50,GI,,1.573,"{""type"":""MultiLineString"",""coordinates"":[[[125.525286906,7.06623911],[125.525274755,7.066231687]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
21300,100,PVC,,166.393,"{""type"":""MultiLineString"",""coordinates"":[[[125.573706212,7.097579917],[125.573730744,7.097562745],[125.573855589,7.097564719],[125.574974287,7.098322021]]]}","Dumoy Water Supply System","Ground Water",NA,MA-A
21301,100,PVC,,0.105,"{""type"":""MultiLineString"",""coordinates"":[[[125.574974287,7.098322021],[125.574975129,7.09832247]]]}","Dumoy Water Supply System","Ground Water",NA,MA-A
21305,50,PVC,,0.633,"{""type"":""MultiLineString"",""coordinates"":[[[125.523299423,7.077534843],[125.523293914,7.077533269]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
21306,,,,0.246,"{""type"":""MultiLineString"",""coordinates"":[[[125.521925995,7.077154013],[125.521926226,7.077153255],[125.521926442,7.077152564],[125.521926677,7.077151896]]]}",,,NA,
21307,150,BI,,0.105,"{""type"":""MultiLineString"",""coordinates"":[[[125.521938669,7.077150888],[125.521939,7.07715]]]}",,,NA,"CATALUNAN PEQUENO"
21308,,,,0.008,"{""type"":""MultiLineString"",""coordinates"":[[[125.52193907,7.07715002],[125.521939,7.07715]]]}",,,NA,
21314,100,,,153.547,"{""type"":""MultiLineString"",""coordinates"":[[[125.574569169,7.070809504],[125.574472019,7.070799118],[125.574444712,7.07079752],[125.574413173,7.070797897],[125.574367335,7.070800128],[125.574339554,7.070803664],[125.574296282,7.070815787],[125.574269006,7.070830603],[125.57425621,7.070844578],[125.574244761,7.070861583],[125.574233144,7.070880441],[125.574228598,7.070888186],[125.57420347,7.070878841],[125.573976263,7.070789677],[125.573759284,7.07068561],[125.573655714,7.070640386],[125.573534537,7.070599273],[125.573595296,7.070346623]]]}","Tugbok Water Supply System",,NA,"MATINA CROSSING"
21317,,,,0.33,"{""type"":""MultiLineString"",""coordinates"":[[[125.583115315,7.115211964],[125.583118306,7.115211926]]]}","Mandug Water Supply System",,NA,WAAN
21318,100,,,0.53,"{""type"":""MultiLineString"",""coordinates"":[[[125.583118306,7.115211926],[125.583123105,7.115211908]]]}","Mandug Water Supply System",,NA,WAAN
21319,100,,,0.293,"{""type"":""MultiLineString"",""coordinates"":[[[125.583128676,7.115211832],[125.583131329,7.115211889]]]}","Mandug Water Supply System","Bulk Water",NA,WAAN
21320,,,,0.615,"{""type"":""MultiLineString"",""coordinates"":[[[125.583123105,7.115211908],[125.583128676,7.115211832]]]}","Mandug Water Supply System",,NA,WAAN
21321,,,,0.017,"{""type"":""MultiLineString"",""coordinates"":[[[125.583163405,7.115207607],[125.583163406,7.115207756]]]}",,,NA,WAAN
21322,100,,,0.368,"{""type"":""MultiLineString"",""coordinates"":[[[125.582892822,7.114887206],[125.582892856,7.114883877]]]}","Mandug Water Supply System",,NA,WAAN
21323,100,,,1.547,"{""type"":""MultiLineString"",""coordinates"":[[[125.582892856,7.114883877],[125.582892942,7.114881472],[125.582892959,7.114881392],[125.582892977,7.114881313],[125.582892996,7.114881234],[125.582893017,7.114881155],[125.582893039,7.114881076],[125.582893063,7.114880999],[125.582893087,7.114880921],[125.582893114,7.114880844],[125.582893141,7.114880767],[125.58289317,7.114880691],[125.5828932,7.114880615],[125.582893231,7.11488054],[125.582893264,7.114880466],[125.582893298,7.114880392],[125.582893334,7.114880319],[125.58289337,7.114880246],[125.582893408,7.114880174],[125.582893447,7.114880102],[125.582893487,7.114880032],[125.582893529,7.114879962],[125.582893572,7.114879892],[125.582893615,7.114879824],[125.582893661,7.114879756],[125.582893707,7.114879689],[125.582893754,7.114879623],[125.582893803,7.114879557],[125.582893853,7.114879493],[125.582893903,7.114879429],[125.582893955,7.114879367],[125.582894008,7.114879305],[125.582894062,7.114879244],[125.582894117,7.114879184],[125.582894174,7.114879125],[125.582894231,7.114879067],[125.582894289,7.11487901],[125.582894348,7.114878954],[125.582894408,7.114878899],[125.582894469,7.114878845],[125.582894531,7.114878793],[125.582894594,7.114878741],[125.582894658,7.11487869],[125.582894722,7.114878641],[125.582894788,7.114878592],[125.582894854,7.114878545],[125.582894921,7.114878499],[125.582894989,7.114878454],[125.582895058,7.114878411],[125.582895127,7.114878368],[125.582895197,7.114878327],[125.582895268,7.114878287],[125.58289534,7.114878248],[125.582902784,7.114878272]]]}","Mandug Water Supply System",,NA,WAAN
21324,100,,,0.363,"{""type"":""MultiLineString"",""coordinates"":[[[125.582902784,7.114878272],[125.582906065,7.114878244]]]}","Mandug Water Supply System",,NA,WAAN
21326,100,,,1.278,"{""type"":""MultiLineString"",""coordinates"":[[[125.582611608,7.116217737],[125.582603846,7.116209172]]]}","Mandug Water Supply System",,NA,
21328,100,,,1.103,"{""type"":""MultiLineString"",""coordinates"":[[[125.582772977,7.116239758],[125.582765901,7.116232715]]]}","Mandug Water Supply System",,NA,WAAN
21339,,100,,0.753,"{""type"":""MultiLineString"",""coordinates"":[[[125.575747073,7.12632558],[125.575740619,7.126323382]]]}","Mandug Water Supply System",,NA,WAAN
21340,100,,,2.13,"{""type"":""MultiLineString"",""coordinates"":[[[125.57573602,7.126321817],[125.575717691,7.126315826]]]}","Mandug Water Supply System",,NA,WAAN
21341,100,,,0.537,"{""type"":""MultiLineString"",""coordinates"":[[[125.575740619,7.126323382],[125.57573602,7.126321817]]]}","Mandug Water Supply System",,NA,WAAN
21342,100,,,1.125,"{""type"":""MultiLineString"",""coordinates"":[[[125.58304943,7.114719088],[125.583059511,7.114717648]]]}","Mandug Water Supply System",,NA,WAAN
21343,100,,,0.65,"{""type"":""MultiLineString"",""coordinates"":[[[125.583059511,7.114717648],[125.583065332,7.114716808]]]}","Mandug Water Supply System",,NA,WAAN
21344,100,,,0.574,"{""type"":""MultiLineString"",""coordinates"":[[[125.583065332,7.114716808],[125.583070493,7.114716208]]]}","Mandug Water Supply System",,NA,WAAN
21345,100,,,0.439,"{""type"":""MultiLineString"",""coordinates"":[[[125.645135242,7.134981671],[125.645138083,7.134978896]]]}","Dumoy Water Supply System",,NA,"BUHANGIN POBLACION"
21366,50,,,7.743,"{""type"":""MultiLineString"",""coordinates"":[[[125.58799997,7.099932791],[125.58800586,7.100002558]]]}","Dumoy Water Supply System",,NA,MA-A
21368,50,,,5.636,"{""type"":""MultiLineString"",""coordinates"":[[[125.588007989,7.099889191],[125.58799997,7.099932791]]]}","Dumoy Water Supply System",,NA,MA-A
21369,50,PVC,,162.459,"{""type"":""MultiLineString"",""coordinates"":[[[125.588010119,7.099877312],[125.588287458,7.099941236],[125.588323397,7.099934846],[125.588358014,7.099917145],[125.588367196,7.099900393],[125.588372006,7.099871348],[125.588349,7.098809]]]}","Dumoy Water Supply System","Ground Water",NA,MA-A
21370,50,PVC,,0.209,"{""type"":""MultiLineString"",""coordinates"":[[[125.588008443,7.099877016],[125.588010119,7.099877312]]]}","Dumoy Water Supply System","Ground Water",NA,MA-A
21372,50,,,1.123,"{""type"":""MultiLineString"",""coordinates"":[[[125.588010101,7.099877386],[125.588007989,7.099889191]]]}","Dumoy Water Supply System",,NA,MA-A
21373,50,,,0.02,"{""type"":""MultiLineString"",""coordinates"":[[[125.588008972,7.099882633],[125.588009006,7.099882451]]]}","Dumoy Water Supply System",,NA,MA-A
21380,,,,0.013,"{""type"":""MultiLineString"",""coordinates"":[[[125.588009006,7.099882451],[125.588009027,7.099882332]]]}",,,NA,MA-A
21406,200,PVC,,1001.811,"{""type"":""MultiLineString"",""coordinates"":[[[125.647129296,7.241005477],[125.647131749,7.241015476],[125.647273,7.241536],[125.647501,7.242445],[125.647768074,7.243452455],[125.648021,7.24443],[125.648045,7.244556],[125.648156,7.245037],[125.648283851,7.245479897],[125.648391775,7.245904513],[125.648552775,7.246479515],[125.648848,7.247594],[125.649049,7.248364],[125.649257,7.249178],[125.649407307,7.249761991],[125.649409907,7.249772282]]]}","Panacan Water Supply System","Bulk Water",Panacan,"BUNAWAN POBLACION"
21417,200,PVC,,802.654,"{""type"":""MultiLineString"",""coordinates"":[[[125.649409907,7.249772282],[125.649412215,7.249781438],[125.6495,7.250126],[125.649749,7.251066],[125.650002,7.251994],[125.650277,7.253056],[125.65042268,7.253591989],[125.650497209,7.253890108],[125.650863436,7.255225144],[125.651149133,7.256258899],[125.651265231,7.256775124],[125.651267982,7.25678827]]]}","Panacan Water Supply System","Bulk Water",Panacan,"BUNAWAN POBLACION"
21427,200,BI,,3.63,"{""type"":""MultiLineString"",""coordinates"":[[[125.598183833,7.106425214],[125.598184961,7.106425111],[125.598191159,7.106424218],[125.598206329,7.106404368],[125.598206786,7.10640428]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","BUHANGIN POBLACION"
21428,200,PVC,,876.827,"{""type"":""MultiLineString"",""coordinates"":[[[125.598206786,7.10640428],[125.598311518,7.106385344],[125.598380821,7.106367367],[125.598810511,7.106280262],[125.599274092,7.106550401],[125.599455831,7.106245406],[125.599487274,7.106238398],[125.599767812,7.106253626],[125.599881029,7.106350694],[125.599607161,7.106790984],[125.599428341,7.107093644],[125.599361727,7.107253464],[125.599322199,7.107438168],[125.599323637,7.10764659],[125.599377808,7.108108845],[125.599407903,7.108214897],[125.599448656,7.108302046],[125.599522921,7.108440515],[125.599611474,7.108546934],[125.599688699,7.108623542],[125.599797462,7.108716493],[125.599922994,7.108792196],[125.600027,7.108839],[125.600127,7.10887],[125.60029384,7.108898083],[125.600457702,7.10890527],[125.60102965,7.108905095],[125.601887196,7.108877751],[125.601961,7.108888],[125.602046,7.10892],[125.602107,7.108956],[125.602189156,7.109027298],[125.602238658,7.109085918],[125.602281125,7.109152094],[125.602314213,7.109229212],[125.602335055,7.109293825],[125.60235173,7.109370943],[125.602367622,7.109473334],[125.602364235,7.109575203],[125.602354075,7.109683846],[125.602328803,7.109810466]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","BUHANGIN POBLACION"
21429,75,,,40.82,"{""type"":""MultiLineString"",""coordinates"":[[[125.599460155,7.106227775],[125.599270779,7.106544719]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","BUHANGIN POBLACION"
21432,200,PVC,,325.439,"{""type"":""MultiLineString"",""coordinates"":[[[125.651267982,7.25678827],[125.6512704,7.256799896],[125.651346,7.257134],[125.651493,7.257676],[125.651534,7.257813],[125.651606,7.257993],[125.651813,7.258364],[125.651963,7.258561],[125.652214,7.258837],[125.652465,7.259052],[125.65272,7.259237]]]}","Panacan Water Supply System","Bulk Water",Panacan,"BUNAWAN POBLACION"
21449,150,PVC,,762.985,"{""type"":""MultiLineString"",""coordinates"":[[[125.65897228,7.2633313],[125.658984247,7.263339302],[125.659295,7.263542],[125.661001,7.264637],[125.662306,7.265513],[125.664088,7.26667],[125.664752,7.267111]]]}","Panacan Water Supply System","Bulk Water",Panacan,"ALEJANDRA NAVARRO (Lasang)"
21452,50,,,65.339,"{""type"":""MultiLineString"",""coordinates"":[[[125.599460155,7.106227775],[125.598955032,7.105920414]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","BUHANGIN POBLACION"
21453,50,,,319.728,"{""type"":""MultiLineString"",""coordinates"":[[[125.599270779,7.106544719],[125.59881132,7.106272581],[125.598333924,7.106367628],[125.598058162,7.10640935],[125.597889029,7.106414142],[125.597827701,7.106401684],[125.597797995,7.106379644],[125.597779788,7.106355688],[125.597768289,7.106330773],[125.597768289,7.1063049],[125.597775955,7.106264653],[125.597794162,7.106229198],[125.597838242,7.106161161],[125.597880405,7.106120914],[125.597967607,7.106056711],[125.598035643,7.106033713],[125.598115418,7.106010715],[125.598361451,7.105957052],[125.598859506,7.105863622]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","BUHANGIN POBLACION"
21454,100,,,51.804,"{""type"":""MultiLineString"",""coordinates"":[[[125.59989197,7.106347977],[125.599885622,7.10634606],[125.599878614,7.106340041],[125.599770151,7.106247839],[125.599460155,7.106227775]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","BUHANGIN POBLACION"
21455,100,,,103.738,"{""type"":""MultiLineString"",""coordinates"":[[[125.59989197,7.106347977],[125.599915957,7.106288145],[125.599900624,7.105879927],[125.599883376,7.105415172]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","BUHANGIN POBLACION"
21456,100,,,319.481,"{""type"":""MultiLineString"",""coordinates"":[[[125.602731261,7.106064691],[125.602533441,7.10593874],[125.602419408,7.105893702],[125.602234464,7.105852497],[125.602102703,7.105839081],[125.601969984,7.105840519],[125.601905781,7.105849622],[125.601842057,7.105860163],[125.60169712,7.105885317],[125.601615668,7.105896577],[125.601527029,7.105902806],[125.601469294,7.105908076],[125.601319087,7.105848544],[125.601186368,7.105815963],[125.601107312,7.105803506],[125.601057003,7.105802548],[125.600223499,7.105858697],[125.600182293,7.10586172],[125.599913688,7.105879568]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","BUHANGIN POBLACION"
